BeerID;StyleID;Size(L);OG;FG;ABV;IBU;Color;BoilSize;BoilTime;BoilGravity;Efficiency;MashThickness;BrewMethod;PitchRate;PrimaryTemp;PrimingMethod;PrimingAmount;UserId
1150;31;20.82;1.121;1.034;11.49;137.44;5.52;36.26;90;1.07;75;1.5;All Grain;2;8.89;N/A;N/A;
1151;21;18.93;1.083;1.021;8.18;53.3;34.93;11.36;60;1.138;35;N/A;extract;N/A;N/A;N/A;N/A;
1152;80;20.82;1.047;1.009;5;39.87;2.84;26.5;60;1.037;77;1.5;All Grain;1.5;8.89;N/A;N/A;
1153;105;17.98;1.06;1.015;5.95;77.51;37.65;20.82;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;
1154;72;18.93;1.076;1.019;7.51;91.31;40;12.3;60;1.117;70;N/A;Partial Mash;1;18.89;Brewers Sugar;1 cup;10101
1155;21;20.82;1.103;1.015;11.51;45.45;30.99;28.39;90;1.076;75;1.4;All Grain;1.25;23.89;N/A;N/A;9916
1156;6;20.82;1.134;1.037;12.76;77.33;32.22;28.39;60;1.099;70;1.5;All Grain;0.35;18.89;N/A;N/A;5100
1157;87;18.93;1.086;1.021;8.46;77.12;50;24.61;60;1.066;70;1.5;All Grain;N/A;N/A;N/A;N/A;
1158;94;20.82;1.046;1.012;4.55;22.68;3.58;28.39;90;N/A;80;N/A;All Grain;N/A;N/A;CO2;8 lbs;396
1159;39;18.93;1.094;1.021;9.53;31.89;5.85;22.71;60;1.078;67;1.3;All Grain;N/A;N/A;N/A;N/A;
1160;5;28.39;1.095;1.024;9.32;102.3;11.43;28.39;60;1.095;66;N/A;All Grain;1;20;N/A;N/A;1569
1161;134;18.93;1.066;1.012;7.11;39.85;3.61;28.39;60;1.044;70;N/A;All Grain;N/A;20;N/A;N/A;5100
1162;113;20.82;1.051;1.016;4.62;35.5;20.38;20.82;60;1.051;52;1;All Grain;0.35;21.11;N/A;N/A;
1163;132;45;1.1;1.026;9.71;78.22;40;50;60;1.09;61;3;All Grain;N/A;18;N/A;N/A;25141
1164;7;3.79;1.076;1.021;7.17;53.39;7.03;4.54;20;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;3785
1165;10;21;1.053;1.012;5.39;50.25;4.8;25;70;1.045;80;N/A;BIAB;0.75;19;N/A;N/A;54364
1166;7;22.71;1.064;1.01;7;60.95;7.22;30.28;70;1.048;75;N/A;All Grain;N/A;N/A;N/A;N/A;455
1167;4;20.82;1.059;1.015;5.85;42.57;13.18;13.25;60;1.093;70;N/A;Partial Mash;0.35;20;Corn Sugar;N/A;20681
1168;10;21.77;1.057;1.013;5.69;41.64;8.19;26.5;75;1.047;70;1.5;All Grain;N/A;N/A;N/A;N/A;
1169;143;20.82;1.048;1.014;4.46;24.13;40;26.5;60;N/A;70;N/A;All Grain;N/A;N/A;Keg;N/A;2782
1170;93;21;1.043;1.01;4.35;34.12;35.96;28;90;1.033;75;6.142;All Grain;N/A;20;N/A;N/A;5560
1171;169;50;1.04;1.005;4.68;17.72;4.25;60;90;1.034;35;36;All Grain;0.5;20;N/A;N/A;
1172;46;20.82;1.138;1.035;13.63;0;6.59;26.5;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;
1173;115;18.93;1.085;1.028;7.57;9.94;12.87;18.93;60;N/A;70;N/A;Partial Mash;N/A;N/A;N/A;N/A;
1174;24;18.93;1.055;1.013;5.45;16.92;4.22;15.14;60;N/A;40;N/A;extract;N/A;N/A;N/A;N/A;
1175;15;18.93;1.045;1.006;5.11;0;2.23;18.93;60;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
1176;21;19.87;1.09;1.018;9.42;34.6;20.34;22.71;60;1.079;70;N/A;BIAB;N/A;20;N/A;N/A;2361
1177;7;25;1.028;1.005;2.95;64.04;10.27;28.5;90;1.024;85;N/A;All Grain;N/A;20;N/A;N/A;55078
1178;148;475;1.057;1.011;6.08;90.5;30.94;490;60;1.055;75;2.6;All Grain;0.35;17;N/A;N/A;
1179;111;25;1.078;1.019;7.64;0;3.6;1;0;N/A;0;N/A;All Grain;N/A;N/A;N/A;N/A;10010
1180;22;20.82;1.074;1.016;7.57;28.73;15.49;28.39;60;1.054;70;N/A;BIAB;0.35;20;N/A;N/A;5100
1181;7;20.82;1.057;1.017;5.31;40;9.14;28.39;60;1.042;70;1.5;All Grain;0.75;22.22;cane sugar;4 oz;
1182;26;18.93;1.091;1.02;9.25;13.47;28.08;11.36;60;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
1183;37;20;1.048;1.012;4.75;28.89;26.87;24;60;1.04;72;N/A;All Grain;N/A;18;Sukker;N/A;18325
1184;113;15.14;1.048;1.012;4.72;26.55;20.79;17.03;40;1.043;75;N/A;BIAB;N/A;N/A;N/A;N/A;314
1185;58;23;1.048;1.013;4.58;38.03;36.58;29.5;60;1.037;65;2.9;All Grain;1;N/A;co2/n2 60-40;10 psi;17602
1186;116;41.64;1.12;1.03;11.81;87.11;5.49;49.21;60;N/A;90;N/A;All Grain;N/A;N/A;N/A;N/A;
1187;28;18.93;1.048;1.012;4.67;36.93;11.01;26.5;60;1.034;67;1.5;All Grain;0.75;18.89;N/A;N/A;29755
1188;86;15.14;1.202;1.051;19.85;0;8.44;18.93;120;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;35054
1189;39;9;1.054;1.015;5.06;42.88;7.96;16.6;60;N/A;70;N/A;BIAB;N/A;N/A;N/A;N/A;
1190;175;17.03;1.054;1.016;4.93;9.84;4.24;11.36;30;1.01;70;N/A;extract;0.35;21.11;N/A;N/A;48271
1191;59;5.4;1.058;1.014;5.76;16.18;12.13;7.4;90;1.042;75;3;All Grain;0.75;18;Krausening;N/A;
1192;86;24;1.076;1.011;8.56;101.54;6.61;27;60;1.067;84;2.5;All Grain;N/A;22;N/A;6;
1193;165;20.82;1.052;1.012;5.16;18.31;7.15;28.39;60;1.032;70;1.5;All Grain;0.35;21.11;N/A;N/A;
1194;30;20.82;1.047;1.011;4.76;23.2;3.37;22.71;60;1.043;70;1.25;All Grain;0.5;20;Keg;9-10 psig;3951
1195;4;3.79;1.046;1.013;4.31;29.97;10.49;5.68;60;N/A;35;N/A;extract;0.5;N/A;priming sugar;1 oz;14138
1196;54;5.5;1.099;1.029;9.21;28.14;17.34;6.5;60;1.084;50;2.5;All Grain;1.5;15;Dextrose;N/A;
1197;7;3.79;1.074;1.018;7.24;88.02;8.2;4.73;60;1.059;35;1.5;All Grain;0.35;20;honey;3 tbsp;
1198;12;18.93;1.064;1.015;6.34;89.44;27.13;11.36;60;N/A;68;N/A;Partial Mash;N/A;N/A;force carb;N/A;
1199;129;22.7;1.072;1.017;7.26;37.86;38.02;28.4;90;1.057;75;2.5;All Grain;1;19;Corn Sugar;117.7;
1200;45;9.46;1.044;1.012;4.12;23.59;8.42;10.41;60;N/A;75;N/A;All Grain;N/A;N/A;PRIMING SUGAR;2.5 OUNCES;
1201;145;21.77;1.068;1.017;6.69;44.58;13.36;26.5;60;N/A;80;N/A;All Grain;N/A;N/A;N/A;N/A;1569
1202;7;18.93;1.067;1.007;7.83;103.18;4.88;26.5;60;N/A;48;N/A;All Grain;N/A;N/A;N/A;N/A;6677
1203;7;22.33;1.062;1.01;6.88;40.68;5.06;30.28;90;1.046;73;1.5;All Grain;0.35;22.22;Table Sugar;86.9 grams;25333
1204;45;41.64;1.055;1.013;5.49;17.65;4.76;47.32;90;1.044;75;N/A;All Grain;N/A;N/A;Kegged;10gal;
1205;10;20.82;1.057;1.016;5.37;47.23;8.08;11.36;60;1.104;78;N/A;Partial Mash;N/A;N/A;Force carb;30 psi@ 2.5 days;2944
1206;7;21.77;1.066;1.011;7.17;76.09;7.05;32.18;60;1.04;63;1.3;All Grain;1;20;N/A;N/A;1569
1207;134;25;1.054;1.01;5.75;49.42;6.61;28.5;60;1.047;70;3;All Grain;N/A;N/A;N/A;N/A;27291
1208;6;22.71;12.5492;3.57729;4.81;23.58;28.81;26.5;60;10.8;61;1.5;All Grain;1;N/A;N/A;N/A;
1209;109;20;1.048;1.01;5;19.37;3.4;24;90;1.04;73;N/A;All Grain;N/A;10;Sukkerlake;N/A;18325
1210;6;26.12;1.049;1.011;5.02;16.53;23.99;29.53;75;1.044;65;N/A;All Grain;0.35;20;N/A;N/A;
1211;7;28;1.052;1.01;5.45;58.51;8.96;50;60;1.029;64;3;All Grain;N/A;19;N/A;N/A;33656
1212;131;20.82;1.044;1.011;4.33;16.49;13.54;28.39;60;1.032;72;1.5;All Grain;0.5;20;Table Sugar;220 g;26090
1213;109;24.61;1.043;1.011;4.14;17.05;4.18;30.28;90;1.035;75;1.25;All Grain;1.25;20;N/A;N/A;
1214;134;18.93;1.075;1.019;7.32;0;4.38;22.71;60;N/A;72;N/A;All Grain;N/A;N/A;N/A;N/A;35054
1215;145;18.93;1.066;1.016;6.76;75.89;24.96;12.3;60;1.101;70;N/A;Partial Mash;1;20;N/A;N/A;10101
1216;116;18.93;1.075;1.02;7.22;77.96;22.18;24.61;60;N/A;65;N/A;All Grain;N/A;N/A;N/A;N/A;766
1217;7;20.82;1.059;1.011;6.34;68.54;5.93;28.39;60;1.043;75;1.25;All Grain;0.35;N/A;N/A;N/A;345
1218;4;18.93;1.069;1.016;6.94;63.36;3.97;26.5;60;1.049;70;1.25;All Grain;0.75;N/A;N/A;N/A;913
1219;20;20.82;1.061;1.015;6.07;42.3;7.52;28.39;90;1.045;73;N/A;All Grain;N/A;N/A;N/A;N/A;396
1220;115;22.71;1.059;1.018;5.37;24.54;6.09;30.28;90;1.045;72;1;All Grain;2;11.11;N/A;N/A;18607
1221;65;18.93;1.058;1.013;5.85;65.85;9.19;11.36;60;N/A;70;N/A;extract;N/A;N/A;Dextrose;5 oz.;
1222;7;20.82;1.095;1.025;9.24;123.43;8.54;11.36;60;1.174;35;N/A;extract;N/A;N/A;N/A;N/A;
1223;40;23;1.052;1.01;5.46;39.53;4.04;14;60;1.085;75;N/A;BIAB;1.75;19;N/A;N/A;
1224;15;18.93;1.043;1.01;4.6;0;3.3;23.47;60;N/A;100;N/A;extract;N/A;N/A;N/A;N/A;
1225;63;20.82;1.109;1.025;11.05;64.11;16.13;24.61;90;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;2938
1226;10;18.93;1.053;1.015;5.01;49.95;7.85;26.5;60;N/A;65;N/A;BIAB;N/A;N/A;N/A;N/A;
1227;134;20;1.049;1.005;5.83;21.77;4.63;25;90;1.039;60;N/A;All Grain;N/A;22;Sukkerlake;7 g sukker/l;18325
1228;7;18.93;1.064;1.016;6.28;65.65;6.74;26.5;60;1.046;70;1.3;All Grain;N/A;N/A;N/A;N/A;
1229;134;54.89;1.08;1.023;7.42;45.01;5.15;64.35;60;1.068;70;N/A;All Grain;N/A;N/A;N/A;N/A;4411
1230;112;9.46;1.061;1.017;5.77;33.27;8.55;12.11;60;N/A;60;N/A;All Grain;N/A;N/A;N/A;N/A;2962
1231;85;18.93;1.07;1.02;6.61;37.23;29.21;22.71;60;1.058;75;N/A;All Grain;1;N/A;N/A;N/A;16332
1232;156;22.71;1.048;1.008;5.33;13.85;3.1;28.39;60;1.038;70;1.5;All Grain;1.5;8.89;N/A;N/A;17900
1233;10;18.93;1.072;1.018;7.17;43.44;10.68;24.61;90;1.056;65;1.5;All Grain;0.5;22.22;N/A;N/A;
1234;151;18.93;1.067;1.016;6.69;67.42;12.48;24.61;90;1.051;70;1.5;All Grain;0.5;20;N/A;N/A;55214
1235;21;20.82;1.087;1.021;8.78;32.57;27.04;24.61;60;N/A;85;N/A;All Grain;1.25;18.89;Dextrose;3/4 Cup;
1236;65;20.82;1.072;1.018;7.04;48.56;10.72;28.39;75;1.053;70;N/A;All Grain;0.5;20;N/A;N/A;
1237;132;20.82;1.09;1.017;9.51;32.3;38.11;28.39;60;1.066;80;1.5;All Grain;1;20;N/A;N/A;5889
1238;10;5;1.043;1.008;4.62;39.26;8.11;9;70;1.024;68;N/A;BIAB;N/A;20;N/A;N/A;
1239;12;7.57;1.072;1.017;7.21;86.9;43.02;11.36;60;1.048;55;N/A;All Grain;0.5;18.33;N/A;N/A;
1240;10;20.82;1.071;1.016;7.21;181.85;12.2;28.77;60;1.051;70;1.25;All Grain;0.75;20;N/A;N/A;
1241;15;18.93;1.06;1.017;5.63;22.23;4.64;11.36;60;N/A;35;N/A;extract;N/A;N/A;N/A;N/A;
1242;145;30.28;1.045;1.011;4.42;29.43;10.87;39.37;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;8363
1243;94;22.71;1.048;1.012;4.72;24.74;3.02;32.18;90;1.034;80;N/A;All Grain;N/A;N/A;corn sugar;3/4 cup;
1244;7;20.82;1.064;1.016;6.31;57.58;7.67;28.39;60;N/A;80;N/A;BIAB;N/A;N/A;N/A;N/A;898
1245;175;18.93;1.053;1.014;5.1;20.78;3.59;24.61;60;1.04;70;N/A;All Grain;0.75;18.89;N/A;N/A;
1246;30;20.82;1.044;1.01;4.5;19.19;4.28;25.17;60;1.037;70;1.5;All Grain;0.75;20;Force Carb;19 psi @ 50 F;
1247;132;17.03;1.103;1.026;10.12;0;39.48;22.71;90;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;35054
1248;148;3.8;1.072;1.013;7.7;95.85;50;7;60;1.039;60;4.7;All Grain;1.5;12;N/A;N/A;
1249;85;18.93;1;1;0;0;0;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
1250;10;23;1.055;1.014;5.44;56.64;6.89;30;60;1.042;70;1.5;All Grain;0.35;19;N/A;N/A;34694
1251;4;14.75;1.054;1.013;5.36;35.15;12.68;19;60;1.042;72;4.1;All Grain;0.75;19;N/A;N/A;
1252;21;18.93;1.08;1.019;8.05;20.24;31.45;26.5;110;1.057;70;1.25;All Grain;1.25;20;N/A;N/A;
1253;113;18.93;1.043;1.011;4.22;25.09;24.6;18.93;60;1.043;35;N/A;extract;N/A;N/A;N/A;N/A;16727
1254;124;18.93;1.052;1.009;5.55;22.2;5.75;11.36;45;1.086;35;N/A;extract;1.5;15.56;corn sugar;N/A;
1255;81;37.85;1.067;1.019;6.31;42.15;8.98;43.53;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;348
1256;86;18.93;1.07;1.008;8.05;64.08;6.32;18.93;60;1.019;25;N/A;extract;1;21.11;N/A;N/A;21242
1257;26;18.93;1.068;1.005;8.32;0;5.22;22.71;90;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
1258;12;18.93;1.056;1.013;5.65;40.65;40;9.46;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;
1259;7;18.93;16.069;3.44062;6.86;88.23;12.01;22.71;60;13.5;70;1.33;All Grain;0.35;16.67;N/A;N/A;14793
1260;136;22.71;1.122;1.033;11.77;47.74;15.73;30.28;60;1.092;70;1;All Grain;1;18.33;N/A;N/A;63277
1261;114;5;1.063;1.018;5.87;38.97;40;8.5;60;1.037;68;N/A;BIAB;N/A;20;N/A;N/A;18597
1262;12;18.93;1.062;1.019;5.54;54.23;39.73;26.5;90;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;1900
1263;10;20.82;1.073;1.018;7.14;66.4;7.69;25.55;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;177
1264;58;18.93;1.049;1.013;4.72;51.74;40;13.25;60;N/A;70;N/A;Partial Mash;N/A;N/A;Muntons Or (M&F) Light DME;1 1/4 cup;390
1265;7;18.93;1.059;1.012;6.17;122.06;5.31;22.71;60;1.049;35;N/A;extract;N/A;17.78;N/A;N/A;
1266;75;19.87;1.053;1.015;5.04;13.54;3.37;21.77;60;1.049;25;N/A;extract;0.5;N/A;N/A;N/A;17756
1267;7;9.46;1.067;1.016;6.72;79.91;6.34;12.3;60;N/A;80;N/A;All Grain;N/A;N/A;N/A;N/A;314
1268;68;20.82;1.052;1.013;5.14;36.65;15.8;18.93;65;N/A;35;N/A;extract;N/A;N/A;N/A;N/A;
1269;81;19.87;1.054;1.013;5.45;34.73;3.2;23.66;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;6643
1270;144;22.71;1.044;1.01;4.41;30.34;8.94;30.28;90;1.033;78;2;All Grain;0.75;19.44;N/A;N/A;455
1271;45;22.71;1.044;1.009;4.56;17.31;4.23;26.5;60;1.038;75;N/A;BIAB;1.5;20;Gyle;5;47960
1272;175;25;1.05;1.009;5.41;16.75;3.05;32;90;1.039;80;2.5;All Grain;0.75;20;Invert sugar;150;
1273;86;20.82;1.071;1.014;7.51;156.63;6.56;28.39;90;1.052;75;1.5;All Grain;1.25;20;N/A;N/A;5889
1274;145;20.82;1.056;1.013;5.54;36.13;4.05;28.39;60;N/A;70;N/A;All Grain;N/A;N/A;Corn Sugar;4.5 Oz in 2 C Water;482
1275;129;11.36;1.06;1.014;6.09;47.13;33.56;15.14;60;1.045;63;N/A;BIAB;N/A;17.78;Corn Sugar;1.75 oz;4857
1276;30;18.93;1.057;1.016;5.38;28.63;4.85;11.36;40;N/A;70;N/A;extract;N/A;N/A;Cane Sugar;127g;2005
1277;134;20.82;1.058;1.015;5.61;42.36;6.74;11.36;60;N/A;70;N/A;extract;N/A;N/A;Corn Sugar;5oz;
1278;120;20;14.9623;4.34581;5.99;62.4;40;20;60;15;62.5;3;All Grain;0.35;N/A;N/A;N/A;
1279;22;49.21;1.077;1.019;7.62;21.6;18.91;53;90;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;14477
1280;10;23;1.044;1.006;4.97;72.61;4.65;32;75;1.032;71;3.9;All Grain;0.5;20;N/A;N/A;16724
1281;85;20.82;1.081;1.022;7.74;37.38;40;28.39;60;1.052;68;1.75;All Grain;1.25;20;N/A;N/A;15542
1282;7;20.82;1.091;1.03;8.04;162.29;40;20.82;60;1.091;35;N/A;extract;1.25;N/A;N/A;N/A;
1283;145;20.82;1.066;1.013;6.93;27.2;4.67;11.36;60;1.107;78;N/A;Partial Mash;N/A;N/A;N/A;N/A;2944
1284;132;40;1.114;1.037;10.03;39.31;50;49.4;90;1.092;74;2.3;All Grain;1.25;19;N/A;N/A;23293
1285;162;23.09;14.4965;4.05748;5.85;24.63;42.19;31.04;60;10.1;70;1.5;All Grain;N/A;N/A;N/A;N/A;19734
1286;86;20.82;1.081;1.019;8.13;330.02;6.66;22.71;90;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;820
1287;4;23;1.049;1.014;4.63;12.96;7.89;27;60;N/A;70;N/A;All Grain;0.35;22;Sugar;1 level tsp/500ml bottle;
1288;155;20.82;1.065;1.023;5.47;33.5;40;26.65;60;1.05;75;1.3;All Grain;N/A;20;N/A;N/A;
1289;23;18.93;1.076;1.019;7.52;30.66;4.59;18.93;60;1.076;25;N/A;extract;1;21.11;N/A;N/A;21242
1290;40;19.87;1.048;1.009;5.21;25.75;3.16;11.36;45;1.085;35;N/A;extract;1.5;18.33;N/A;N/A;44742
1291;12;20.82;1.07;1.026;5.82;31.38;38.7;28.39;60;1.046;76;1.255;All Grain;0.75;18.89;N/A;N/A;
1292;5;18.93;1.105;1.026;10.35;0;16;24.61;90;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;
1293;57;8.33;1.115;1.027;11.43;0;4.78;8.33;0;1.115;0;N/A;extract;N/A;19.44;N/A;N/A;
1294;105;7.57;1.051;1.013;4.99;35.05;17.43;12.11;60;1.032;70;N/A;All Grain;N/A;22.22;Honey;6 Tbsp;9599
1295;63;19.31;1.123;1.034;11.63;179.26;15.39;15.14;60;1.157;78;N/A;Partial Mash;1;N/A;N/A;N/A;2944
1296;23;21.77;1.076;1.012;8.34;30.31;3.59;33.12;90;1.039;76;1.2;All Grain;1;23.89;Corn Sugar;8.3oz;1569
1297;155;45.42;1.079;1.02;7.73;48.69;12.35;53;75;1.067;70;N/A;All Grain;N/A;N/A;N/A;N/A;
1298;15;18.93;1.056;1.016;5.31;33;4.33;22.71;60;1.047;70;N/A;Partial Mash;N/A;17.78;N/A;N/A;20676
1299;129;18.93;1.056;1.015;5.48;22.37;29.71;9.46;60;1.113;35;N/A;extract;N/A;22.22;N/A;N/A;27796
1300;150;18.93;1.067;1.017;6.6;61.92;16.62;28.39;60;1.045;75;N/A;BIAB;0.35;20;N/A;N/A;
1301;7;18.93;1.07;1.022;6.34;83;6.21;22.71;60;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
1302;7;20.82;1.065;1.011;6.98;66.1;8.76;28.39;60;1.047;78;N/A;BIAB;N/A;18.33;N/A;N/A;82428
1303;113;22;1.052;1.011;5.28;35.41;17.47;28;60;1.041;73.3;N/A;BIAB;N/A;19;Sugar bottling;9;53774
1304;52;21;1.065;1.016;6.33;82.53;21.02;28.5;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
1305;56;7.57;1.084;1.014;9.19;62.11;12.61;11.36;60;1.056;60;N/A;BIAB;0.5;20;N/A;N/A;
1306;7;41.64;1.068;1.014;7.17;81.24;9.16;47.32;90;N/A;66;N/A;All Grain;N/A;N/A;N/A;N/A;1279
1307;150;22.71;1.061;1.012;6.48;67.91;15.41;28.39;60;1.049;70;1.45;All Grain;0.75;20;N/A;N/A;22126
1308;155;5.4;1.054;1.003;6.64;5.13;3.36;7.4;120;1.039;75;3;All Grain;0.5;22;Sucrose;N/A;
1309;92;20.82;1.064;1.018;6.11;18.15;15.95;28.39;60;1.047;68;N/A;BIAB;0.75;20.56;N/A;N/A;8706
1310;85;20.82;1.076;1.019;7.5;26.23;11.22;26.5;60;N/A;65;N/A;All Grain;N/A;N/A;N/A;N/A;955
1311;10;16.09;1.048;1.012;4.74;30.64;6.19;18.93;60;N/A;82;N/A;All Grain;N/A;N/A;N/A;N/A;314
1312;114;20.82;1.052;1.014;5.06;30.77;28.7;11.36;60;N/A;70;N/A;extract;N/A;N/A;N/A;N/A;316
1313;45;37.85;1.049;1.012;4.79;0;3.31;39.75;60;N/A;80;N/A;All Grain;N/A;N/A;N/A;N/A;
1314;24;17;1.063;1.015;6.26;29.96;5.02;22;90;1.049;60;N/A;BIAB;N/A;20;N/A;N/A;
1315;132;20.82;1.127;1.038;13.68;76.62;50;37.85;190;1.07;77;1.5;All Grain;1.25;20;Force Carb;N/A;
1316;19;20.82;1.093;1.022;9.35;54.09;40;28.39;90;1.068;70;N/A;BIAB;N/A;23.89;N/A;N/A;
1317;114;18.93;1.059;1.017;5.57;20.78;35.36;26.5;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;1086
1318;100;18.93;1.042;1.011;4.06;0;6.21;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
1319;7;20.82;1.061;1.015;6.02;82.27;32.21;11.36;60;1.075;35;N/A;extract;0.35;21.11;Sugar;N/A;
1320;14;20.82;1.067;1.013;7.14;25.83;4.15;26.5;60;1.053;72;1.5;All Grain;N/A;N/A;N/A;N/A;61361
1321;7;23;1.058;1.016;5.45;36.04;6.4;32;60;1.041;70;N/A;All Grain;N/A;18;N/A;N/A;22755
1322;4;20.82;1.051;1.013;5;38.15;10.71;28.39;60;1.037;70;N/A;All Grain;N/A;N/A;N/A;N/A;1109
1323;170;41.64;1.064;1.016;6.28;15.76;6.67;45.05;90;1.059;70;N/A;BIAB;1;N/A;N/A;N/A;
1324;10;20;1.046;1.008;5.05;15.61;4.63;25;60;1.037;70;N/A;BIAB;0.75;N/A;N/A;N/A;67846
1325;30;20.82;1.048;1.011;4.83;33.77;3.29;24.61;60;1.041;50;N/A;extract;0.35;21.11;N/A;N/A;
1326;132;18.93;1.101;1.026;9.7;0;186;18.93;90;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
1327;10;41.64;1.044;1.008;4.73;50.74;4.51;45.42;60;1.041;65;1.5;All Grain;N/A;23.89;N/A;N/A;
1328;120;9.08;1.078;1.02;7.55;0;44.9;12.62;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
1329;7;20.82;1.066;1.018;6.19;66.73;10.22;28.39;60;1.048;70;1.33;All Grain;1.25;18.33;N/A;N/A;
1330;7;25;1.053;1.013;5.21;78.09;7.21;29;90;N/A;73;N/A;BIAB;N/A;N/A;N/A;N/A;
1331;22;20;1.067;1.011;7.41;22.56;17.63;28.5;60;1.047;75;3;All Grain;0.35;22;N/A;N/A;
1332;137;22.71;1.052;1.016;4.78;24.24;14.18;37.85;60;1.031;70;1.3;All Grain;0.35;18.33;N/A;N/A;26961
1333;94;20.82;1.048;1.012;4.75;30.14;4.67;17.03;60;N/A;35;N/A;extract;N/A;21.11;N/A;N/A;
1334;27;20.82;1.048;1.012;4.73;15.3;4.05;22.71;60;N/A;75;N/A;All Grain;0.5;20;N/A;N/A;14963
1335;129;7.57;1.074;1.018;7.28;41.29;39.54;12.11;75;N/A;70;N/A;All Grain;N/A;22.22;Maple Syrup;6 Tbsp;9599
1336;81;20.82;1.046;1.011;4.5;36.99;2.98;28.39;60;1.034;70;N/A;All Grain;1.5;10;N/A;N/A;1109
1337;115;20.82;1.062;1.016;6.14;330.73;28.89;22.71;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;348
1338;10;23;1.052;1.01;5.5;30.57;6.78;28.5;60;1.042;72;N/A;BIAB;0.35;17;N/A;N/A;
1339;7;22.71;1.078;1.022;7.36;78.1;5.82;30.28;90;1.058;75;1.5;All Grain;0.35;21.11;Gyle;N/A;23941
1340;87;27;1.101;1.022;10.36;53.69;38.26;32;90;1.079;75;1.5;All Grain;1;20;N/A;N/A;40469
1341;119;3.79;1.092;1.002;11.88;0;4.12;3.79;1;N/A;100;N/A;All Grain;N/A;N/A;N/A;N/A;380
1342;7;20.82;1.066;1.016;6.65;65.71;5.99;27.14;60;1.051;70;N/A;BIAB;0.75;20;N/A;N/A;
1343;86;20.82;1.082;1.01;9.37;115.09;5.03;26.5;60;1.064;63;1.25;All Grain;0.75;18.89;N/A;N/A;20687
1344;157;20.82;1.04;1.012;3.6;29.79;8.21;30.28;90;1.027;80;N/A;BIAB;0.75;20;N/A;N/A;9124
1345;30;20.82;1.063;1.014;6.39;22.87;6.68;28.39;60;1.046;70;N/A;BIAB;N/A;21.11;N/A;N/A;34484
1346;25;20.82;1.065;1.017;6.25;19.41;14.58;28.39;60;1.047;75;1.75;All Grain;1;19.44;N/A;N/A;5889
1347;129;20.82;1.067;1.019;6.36;28.66;39.19;28.39;90;1.049;75;1.5;All Grain;N/A;19.44;N/A;N/A;20130
1348;12;18.93;1.066;1.016;6.45;53.63;40;18.93;60;1.066;40;N/A;extract;0.75;20;Piming Sugar;5 oz;5952
1349;157;41.64;1.061;1.012;6.42;19.04;4.56;51.1;90;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;2111
1350;116;20.82;1.055;1.013;5.55;30.6;42.38;30.28;60;1.038;75;1.25;All Grain;0.75;20;N/A;N/A;45550
1351;129;18.93;1.049;1.012;4.89;45.24;30.15;20.82;60;N/A;35;N/A;extract;N/A;N/A;N/A;N/A;
1352;150;21;1.062;1.013;6.36;40.2;18.32;25;90;1.052;75;N/A;BIAB;0.75;18;N/A;N/A;54364
1353;162;22.71;1.064;1.02;5.87;33.77;39.95;28.39;60;1.052;75;N/A;BIAB;0.5;17.22;N/A;N/A;28801
1354;14;20.82;1.051;1.012;5.18;16.49;5.1;24.61;60;1.043;70;1.25;All Grain;0.5;20;N/A;N/A;
1355;10;18.93;1.057;1.016;5.4;59.37;9.64;22.71;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;737
1356;87;5;1.092;1.014;10.29;46.15;44.28;7;60;1.066;85;N/A;BIAB;N/A;20;N/A;N/A;
1357;86;20.82;1.063;1.014;6.37;105.42;8.78;28.39;60;1.046;80;N/A;All Grain;N/A;21.11;Honey;6 oz;
